ID	Individual	EXPERIMENT	RUN	FASTQ_URI	Factor_Value_disease	Factor_Value_cell_type
HP1508501T2D_G17	HP1508501T2D	ERX1702478	ERR1632145	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1632145/ERR1632145.fastq.gz	type II diabetes mellitus	acinar cell
HP1508501T2D_G18	HP1508501T2D	ERX1702479	ERR1632146	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1632146/ERR1632146.fastq.gz	type II diabetes mellitus	acinar cell
HP1508501T2D_G19	HP1508501T2D	ERX1702480	ERR1632147	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1632147/ERR1632147.fastq.gz	type II diabetes mellitus	acinar cell
HP1508501T2D_G2	HP1508501T2D	ERX1702481	ERR1632148	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1632148/ERR1632148.fastq.gz	type II diabetes mellitus	ductal cell
HP1508501T2D_G20	HP1508501T2D	ERX1702482	ERR1632149	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1632149/ERR1632149.fastq.gz	type II diabetes mellitus	alpha cell
HP1508501T2D_G21	HP1508501T2D	ERX1702483	ERR1632150	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1632150/ERR1632150.fastq.gz	type II diabetes mellitus	alpha cell
HP1508501T2D_G22	HP1508501T2D	ERX1702484	ERR1632151	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1632151/ERR1632151.fastq.gz	type II diabetes mellitus	gamma cell
HP1508501T2D_G23	HP1508501T2D	ERX1702485	ERR1632152	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1632152/ERR1632152.fastq.gz	type II diabetes mellitus	acinar cell
HP1508501T2D_G24	HP1508501T2D	ERX1702486	ERR1632153	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1632153/ERR1632153.fastq.gz	type II diabetes mellitus	not applicable
HP1508501T2D_G3	HP1508501T2D	ERX1702487	ERR1632154	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1632154/ERR1632154.fastq.gz	type II diabetes mellitus	ductal cell
HP1508501T2D_G4	HP1508501T2D	ERX1702488	ERR1632155	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1632155/ERR1632155.fastq.gz	type II diabetes mellitus	alpha cell
HP1508501T2D_G5	HP1508501T2D	ERX1702489	ERR1632156	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1632156/ERR1632156.fastq.gz	type II diabetes mellitus	beta cell
HP1508501T2D_G6	HP1508501T2D	ERX1702490	ERR1632157	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1632157/ERR1632157.fastq.gz	type II diabetes mellitus	alpha cell
HP1508501T2D_G7	HP1508501T2D	ERX1702491	ERR1632158	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1632158/ERR1632158.fastq.gz	type II diabetes mellitus	not applicable
HP1508501T2D_G9	HP1508501T2D	ERX1702493	ERR1632160	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1632160/ERR1632160.fastq.gz	type II diabetes mellitus	unclassified endocrine cell
HP1508501T2D_H10	HP1508501T2D	ERX1702495	ERR1632162	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1632162/ERR1632162.fastq.gz	type II diabetes mellitus	alpha cell
HP1508501T2D_H11	HP1508501T2D	ERX1702496	ERR1632163	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1632163/ERR1632163.fastq.gz	type II diabetes mellitus	delta cell
HP1508501T2D_H12	HP1508501T2D	ERX1702497	ERR1632164	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1632164/ERR1632164.fastq.gz	type II diabetes mellitus	mast cell
HP1508501T2D_H13	HP1508501T2D	ERX1702498	ERR1632165	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1632165/ERR1632165.fastq.gz	type II diabetes mellitus	ductal cell
HP1508501T2D_H14	HP1508501T2D	ERX1702499	ERR1632166	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1632166/ERR1632166.fastq.gz	type II diabetes mellitus	ductal cell
HP1508501T2D_H15	HP1508501T2D	ERX1702500	ERR1632167	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1632167/ERR1632167.fastq.gz	type II diabetes mellitus	alpha cell
HP1508501T2D_H16	HP1508501T2D	ERX1702501	ERR1632168	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1632168/ERR1632168.fastq.gz	type II diabetes mellitus	acinar cell
HP1508501T2D_H17	HP1508501T2D	ERX1702502	ERR1632169	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1632169/ERR1632169.fastq.gz	type II diabetes mellitus	ductal cell
HP1508501T2D_H18	HP1508501T2D	ERX1702503	ERR1632170	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1632170/ERR1632170.fastq.gz	type II diabetes mellitus	gamma cell
HP1508501T2D_H2	HP1508501T2D	ERX1702505	ERR1632172	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1632172/ERR1632172.fastq.gz	type II diabetes mellitus	co-expression cell
HP1508501T2D_H21	HP1508501T2D	ERX1702507	ERR1632174	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1632174/ERR1632174.fastq.gz	type II diabetes mellitus	alpha cell
HP1508501T2D_H22	HP1508501T2D	ERX1702508	ERR1632175	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1632175/ERR1632175.fastq.gz	type II diabetes mellitus	alpha cell
HP1508501T2D_H23	HP1508501T2D	ERX1702509	ERR1632176	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1632176/ERR1632176.fastq.gz	type II diabetes mellitus	alpha cell
HP1508501T2D_H24	HP1508501T2D	ERX1702510	ERR1632177	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1632177/ERR1632177.fastq.gz	type II diabetes mellitus	not applicable
HP1508501T2D_H3	HP1508501T2D	ERX1702511	ERR1632178	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1632178/ERR1632178.fastq.gz	type II diabetes mellitus	alpha cell
HP1508501T2D_H4	HP1508501T2D	ERX1702512	ERR1632179	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1632179/ERR1632179.fastq.gz	type II diabetes mellitus	alpha cell
HP1508501T2D_H5	HP1508501T2D	ERX1702513	ERR1632180	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1632180/ERR1632180.fastq.gz	type II diabetes mellitus	PSC cell
HP1508501T2D_H6	HP1508501T2D	ERX1702514	ERR1632181	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1632181/ERR1632181.fastq.gz	type II diabetes mellitus	alpha cell
HP1508501T2D_H8	HP1508501T2D	ERX1702516	ERR1632183	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1632183/ERR1632183.fastq.gz	type II diabetes mellitus	not applicable
HP1508501T2D_I1	HP1508501T2D	ERX1702518	ERR1632185	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1632185/ERR1632185.fastq.gz	type II diabetes mellitus	ductal cell
HP1508501T2D_I10	HP1508501T2D	ERX1702519	ERR1632186	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1632186/ERR1632186.fastq.gz	type II diabetes mellitus	acinar cell
HP1508501T2D_I11	HP1508501T2D	ERX1702520	ERR1632187	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1632187/ERR1632187.fastq.gz	type II diabetes mellitus	ductal cell
HP1508501T2D_I12	HP1508501T2D	ERX1702521	ERR1632188	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1632188/ERR1632188.fastq.gz	type II diabetes mellitus	ductal cell
HP1508501T2D_I13	HP1508501T2D	ERX1702522	ERR1632189	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1632189/ERR1632189.fastq.gz	type II diabetes mellitus	ductal cell
HP1508501T2D_I14	HP1508501T2D	ERX1702523	ERR1632190	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1632190/ERR1632190.fastq.gz	type II diabetes mellitus	alpha cell
HP1508501T2D_I15	HP1508501T2D	ERX1702524	ERR1632191	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1632191/ERR1632191.fastq.gz	type II diabetes mellitus	alpha cell
HP1508501T2D_I16	HP1508501T2D	ERX1702525	ERR1632192	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1632192/ERR1632192.fastq.gz	type II diabetes mellitus	alpha cell
HP1508501T2D_I17	HP1508501T2D	ERX1702526	ERR1632193	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1632193/ERR1632193.fastq.gz	type II diabetes mellitus	ductal cell
HP1508501T2D_I18	HP1508501T2D	ERX1702527	ERR1632194	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1632194/ERR1632194.fastq.gz	type II diabetes mellitus	delta cell
HP1508501T2D_I19	HP1508501T2D	ERX1702528	ERR1632195	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1632195/ERR1632195.fastq.gz	type II diabetes mellitus	PSC cell
HP1508501T2D_I2	HP1508501T2D	ERX1702529	ERR1632196	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1632196/ERR1632196.fastq.gz	type II diabetes mellitus	alpha cell
HP1508501T2D_I20	HP1508501T2D	ERX1702530	ERR1632197	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1632197/ERR1632197.fastq.gz	type II diabetes mellitus	alpha cell
HP1508501T2D_I21	HP1508501T2D	ERX1702531	ERR1632198	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1632198/ERR1632198.fastq.gz	type II diabetes mellitus	ductal cell
HP1508501T2D_I22	HP1508501T2D	ERX1702532	ERR1632199	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1632199/ERR1632199.fastq.gz	type II diabetes mellitus	alpha cell
HP1508501T2D_I23	HP1508501T2D	ERX1702533	ERR1632200	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1632200/ERR1632200.fastq.gz	type II diabetes mellitus	delta cell
HP1508501T2D_I24	HP1508501T2D	ERX1702534	ERR1632201	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1632201/ERR1632201.fastq.gz	type II diabetes mellitus	not applicable
HP1508501T2D_I3	HP1508501T2D	ERX1702535	ERR1632202	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1632202/ERR1632202.fastq.gz	type II diabetes mellitus	PSC cell
HP1508501T2D_I4	HP1508501T2D	ERX1702536	ERR1632203	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1632203/ERR1632203.fastq.gz	type II diabetes mellitus	ductal cell
HP1508501T2D_I7	HP1508501T2D	ERX1702539	ERR1632206	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1632206/ERR1632206.fastq.gz	type II diabetes mellitus	acinar cell
HP1508501T2D_I8	HP1508501T2D	ERX1702540	ERR1632207	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1632207/ERR1632207.fastq.gz	type II diabetes mellitus	beta cell
HP1508501T2D_I9	HP1508501T2D	ERX1702541	ERR1632208	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1632208/ERR1632208.fastq.gz	type II diabetes mellitus	not applicable
HP1508501T2D_J1	HP1508501T2D	ERX1702542	ERR1632209	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1632209/ERR1632209.fastq.gz	type II diabetes mellitus	alpha cell
HP1508501T2D_J10	HP1508501T2D	ERX1702543	ERR1632210	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1632210/ERR1632210.fastq.gz	type II diabetes mellitus	not applicable
HP1508501T2D_J11	HP1508501T2D	ERX1702544	ERR1632211	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1632211/ERR1632211.fastq.gz	type II diabetes mellitus	ductal cell
HP1508501T2D_J12	HP1508501T2D	ERX1702545	ERR1632212	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1632212/ERR1632212.fastq.gz	type II diabetes mellitus	alpha cell
HP1508501T2D_J13	HP1508501T2D	ERX1702546	ERR1632213	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1632213/ERR1632213.fastq.gz	type II diabetes mellitus	ductal cell
HP1508501T2D_J14	HP1508501T2D	ERX1702547	ERR1632214	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1632214/ERR1632214.fastq.gz	type II diabetes mellitus	ductal cell
HP1508501T2D_J15	HP1508501T2D	ERX1702548	ERR1632215	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1632215/ERR1632215.fastq.gz	type II diabetes mellitus	ductal cell
HP1508501T2D_J16	HP1508501T2D	ERX1702549	ERR1632216	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1632216/ERR1632216.fastq.gz	type II diabetes mellitus	ductal cell
HP1508501T2D_J17	HP1508501T2D	ERX1702550	ERR1632217	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1632217/ERR1632217.fastq.gz	type II diabetes mellitus	alpha cell
HP1508501T2D_J18	HP1508501T2D	ERX1702551	ERR1632218	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1632218/ERR1632218.fastq.gz	type II diabetes mellitus	delta cell
HP1508501T2D_J2	HP1508501T2D	ERX1702553	ERR1632220	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1632220/ERR1632220.fastq.gz	type II diabetes mellitus	PSC cell
HP1508501T2D_J20	HP1508501T2D	ERX1702554	ERR1632221	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1632221/ERR1632221.fastq.gz	type II diabetes mellitus	alpha cell
HP1508501T2D_J21	HP1508501T2D	ERX1702555	ERR1632222	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1632222/ERR1632222.fastq.gz	type II diabetes mellitus	alpha cell
HP1508501T2D_J22	HP1508501T2D	ERX1702556	ERR1632223	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1632223/ERR1632223.fastq.gz	type II diabetes mellitus	ductal cell
HP1508501T2D_J23	HP1508501T2D	ERX1702557	ERR1632224	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1632224/ERR1632224.fastq.gz	type II diabetes mellitus	acinar cell
HP1508501T2D_J24	HP1508501T2D	ERX1702558	ERR1632225	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1632225/ERR1632225.fastq.gz	type II diabetes mellitus	not applicable
HP1508501T2D_J3	HP1508501T2D	ERX1702559	ERR1632226	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1632226/ERR1632226.fastq.gz	type II diabetes mellitus	alpha cell
HP1508501T2D_J4	HP1508501T2D	ERX1702560	ERR1632227	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1632227/ERR1632227.fastq.gz	type II diabetes mellitus	alpha cell
HP1508501T2D_J5	HP1508501T2D	ERX1702561	ERR1632228	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1632228/ERR1632228.fastq.gz	type II diabetes mellitus	alpha cell
HP1508501T2D_J6	HP1508501T2D	ERX1702562	ERR1632229	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1632229/ERR1632229.fastq.gz	type II diabetes mellitus	beta cell
HP1508501T2D_J8	HP1508501T2D	ERX1702564	ERR1632231	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1632231/ERR1632231.fastq.gz	type II diabetes mellitus	alpha cell
HP1508501T2D_J9	HP1508501T2D	ERX1702565	ERR1632232	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1632232/ERR1632232.fastq.gz	type II diabetes mellitus	alpha cell
HP1508501T2D_K1	HP1508501T2D	ERX1702566	ERR1632233	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1632233/ERR1632233.fastq.gz	type II diabetes mellitus	alpha cell
HP1508501T2D_K11	HP1508501T2D	ERX1702568	ERR1632235	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1632235/ERR1632235.fastq.gz	type II diabetes mellitus	not applicable
HP1508501T2D_K12	HP1508501T2D	ERX1702569	ERR1632236	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1632236/ERR1632236.fastq.gz	type II diabetes mellitus	alpha cell
HP1508501T2D_K14	HP1508501T2D	ERX1702571	ERR1632238	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1632238/ERR1632238.fastq.gz	type II diabetes mellitus	alpha cell
HP1508501T2D_K15	HP1508501T2D	ERX1702572	ERR1632239	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1632239/ERR1632239.fastq.gz	type II diabetes mellitus	ductal cell
HP1508501T2D_K16	HP1508501T2D	ERX1702573	ERR1632240	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1632240/ERR1632240.fastq.gz	type II diabetes mellitus	gamma cell
HP1508501T2D_K17	HP1508501T2D	ERX1702574	ERR1632241	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1632241/ERR1632241.fastq.gz	type II diabetes mellitus	alpha cell
HP1508501T2D_K18	HP1508501T2D	ERX1702575	ERR1632242	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1632242/ERR1632242.fastq.gz	type II diabetes mellitus	endothelial cell
HP1508501T2D_K19	HP1508501T2D	ERX1702576	ERR1632243	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1632243/ERR1632243.fastq.gz	type II diabetes mellitus	alpha cell
HP1508501T2D_K2	HP1508501T2D	ERX1702577	ERR1632244	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1632244/ERR1632244.fastq.gz	type II diabetes mellitus	ductal cell
HP1508501T2D_K20	HP1508501T2D	ERX1702578	ERR1632245	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1632245/ERR1632245.fastq.gz	type II diabetes mellitus	co-expression cell
HP1508501T2D_K21	HP1508501T2D	ERX1702579	ERR1632246	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1632246/ERR1632246.fastq.gz	type II diabetes mellitus	alpha cell
HP1508501T2D_K22	HP1508501T2D	ERX1702580	ERR1632247	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1632247/ERR1632247.fastq.gz	type II diabetes mellitus	ductal cell
HP1508501T2D_K23	HP1508501T2D	ERX1702581	ERR1632248	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1632248/ERR1632248.fastq.gz	type II diabetes mellitus	ductal cell
HP1508501T2D_K24	HP1508501T2D	ERX1702582	ERR1632249	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1632249/ERR1632249.fastq.gz	type II diabetes mellitus	not applicable
HP1508501T2D_K3	HP1508501T2D	ERX1702583	ERR1632250	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1632250/ERR1632250.fastq.gz	type II diabetes mellitus	ductal cell
HP1508501T2D_K4	HP1508501T2D	ERX1702584	ERR1632251	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1632251/ERR1632251.fastq.gz	type II diabetes mellitus	alpha cell
HP1508501T2D_K6	HP1508501T2D	ERX1702586	ERR1632253	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1632253/ERR1632253.fastq.gz	type II diabetes mellitus	acinar cell
HP1508501T2D_K7	HP1508501T2D	ERX1702587	ERR1632254	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1632254/ERR1632254.fastq.gz	type II diabetes mellitus	ductal cell
HP1508501T2D_K9	HP1508501T2D	ERX1702589	ERR1632256	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1632256/ERR1632256.fastq.gz	type II diabetes mellitus	alpha cell
HP1508501T2D_L10	HP1508501T2D	ERX1702591	ERR1632258	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1632258/ERR1632258.fastq.gz	type II diabetes mellitus	PSC cell
HP1508501T2D_L11	HP1508501T2D	ERX1702592	ERR1632259	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1632259/ERR1632259.fastq.gz	type II diabetes mellitus	ductal cell
HP1508501T2D_L12	HP1508501T2D	ERX1702593	ERR1632260	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1632260/ERR1632260.fastq.gz	type II diabetes mellitus	not applicable
HP1508501T2D_L13	HP1508501T2D	ERX1702594	ERR1632261	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1632261/ERR1632261.fastq.gz	type II diabetes mellitus	alpha cell
HP1508501T2D_L14	HP1508501T2D	ERX1702595	ERR1632262	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1632262/ERR1632262.fastq.gz	type II diabetes mellitus	alpha cell
HP1508501T2D_L15	HP1508501T2D	ERX1702596	ERR1632263	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1632263/ERR1632263.fastq.gz	type II diabetes mellitus	PSC cell
HP1508501T2D_L16	HP1508501T2D	ERX1702597	ERR1632264	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1632264/ERR1632264.fastq.gz	type II diabetes mellitus	alpha cell
HP1508501T2D_L17	HP1508501T2D	ERX1702598	ERR1632265	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1632265/ERR1632265.fastq.gz	type II diabetes mellitus	alpha cell
HP1508501T2D_L18	HP1508501T2D	ERX1702599	ERR1632266	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1632266/ERR1632266.fastq.gz	type II diabetes mellitus	alpha cell
HP1508501T2D_L2	HP1508501T2D	ERX1702601	ERR1632268	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1632268/ERR1632268.fastq.gz	type II diabetes mellitus	acinar cell
HP1508501T2D_L20	HP1508501T2D	ERX1702602	ERR1632269	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1632269/ERR1632269.fastq.gz	type II diabetes mellitus	ductal cell
HP1508501T2D_L21	HP1508501T2D	ERX1702603	ERR1632270	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1632270/ERR1632270.fastq.gz	type II diabetes mellitus	ductal cell
HP1508501T2D_L23	HP1508501T2D	ERX1702605	ERR1632272	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1632272/ERR1632272.fastq.gz	type II diabetes mellitus	ductal cell
HP1508501T2D_L24	HP1508501T2D	ERX1702606	ERR1632273	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1632273/ERR1632273.fastq.gz	type II diabetes mellitus	not applicable
HP1508501T2D_L5	HP1508501T2D	ERX1702609	ERR1632276	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1632276/ERR1632276.fastq.gz	type II diabetes mellitus	ductal cell
HP1508501T2D_L6	HP1508501T2D	ERX1702610	ERR1632277	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1632277/ERR1632277.fastq.gz	type II diabetes mellitus	alpha cell
HP1508501T2D_L7	HP1508501T2D	ERX1702611	ERR1632278	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1632278/ERR1632278.fastq.gz	type II diabetes mellitus	alpha cell
HP1508501T2D_L9	HP1508501T2D	ERX1702613	ERR1632280	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1632280/ERR1632280.fastq.gz	type II diabetes mellitus	ductal cell
HP1508501T2D_M1	HP1508501T2D	ERX1702614	ERR1632281	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1632281/ERR1632281.fastq.gz	type II diabetes mellitus	mast cell
HP1508501T2D_M10	HP1508501T2D	ERX1702615	ERR1632282	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1632282/ERR1632282.fastq.gz	type II diabetes mellitus	PSC cell
HP1508501T2D_M11	HP1508501T2D	ERX1702616	ERR1632283	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1632283/ERR1632283.fastq.gz	type II diabetes mellitus	acinar cell
HP1508501T2D_M12	HP1508501T2D	ERX1702617	ERR1632284	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1632284/ERR1632284.fastq.gz	type II diabetes mellitus	alpha cell
HP1508501T2D_M13	HP1508501T2D	ERX1702618	ERR1632285	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1632285/ERR1632285.fastq.gz	type II diabetes mellitus	not applicable
HP1508501T2D_M14	HP1508501T2D	ERX1702619	ERR1632286	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1632286/ERR1632286.fastq.gz	type II diabetes mellitus	beta cell
HP1508501T2D_M15	HP1508501T2D	ERX1702620	ERR1632287	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1632287/ERR1632287.fastq.gz	type II diabetes mellitus	ductal cell
HP1508501T2D_M16	HP1508501T2D	ERX1702621	ERR1632288	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1632288/ERR1632288.fastq.gz	type II diabetes mellitus	PSC cell
HP1508501T2D_M17	HP1508501T2D	ERX1702622	ERR1632289	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1632289/ERR1632289.fastq.gz	type II diabetes mellitus	ductal cell
HP1508501T2D_M18	HP1508501T2D	ERX1702623	ERR1632290	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1632290/ERR1632290.fastq.gz	type II diabetes mellitus	acinar cell
HP1508501T2D_M19	HP1508501T2D	ERX1702624	ERR1632291	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1632291/ERR1632291.fastq.gz	type II diabetes mellitus	alpha cell
HP1508501T2D_M20	HP1508501T2D	ERX1702626	ERR1632293	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1632293/ERR1632293.fastq.gz	type II diabetes mellitus	alpha cell
